month,temperature
Jan,-6.0
Feb,-5.33
Mar,-2.89
Apr,4.11
May,11.89
Jun,15.83
Jul,17.0
Aug,15.78
Sep,12.5
Oct,6.28
Nov,-1.06
Dec,-6.06
