month,temperature
Jan,-11.5
Feb,-7.56
Mar,-4.56
Apr,-2.06
May,3.11
Jun,7.0
Jul,11.67
Aug,10.78
Sep,7.22
Oct,-1.11
Nov,-4.33
Dec,-10.89
