month,temperature
Jan,3.67
Feb,2.56
Mar,7.72
Apr,10.89
May,17.11
Jun,23.39
Jul,30.94
Aug,28.72
Sep,22.17
Oct,16.78
Nov,2.78
Dec,1.67
