month,temperature
Jan,-8.11
Feb,-5.61
Mar,4.94
Apr,14.61
May,21.39
Jun,27.61
Jul,28.39
Aug,28.33
Sep,26.61
Oct,16.67
Nov,6.83
Dec,-2.44
