month,temperature
Jan,-6.56
Feb,-2.5
Mar,1.72
Apr,4.5
May,10.56
Jun,15.17
Jul,20.89
Aug,19.78
Sep,13.94
Oct,5.61
Nov,1.0
Dec,-6.06
